subgroup,L,p,seed,train_size,test_size,batch_size,epochs,steps_per_epoch,lr,random_sharing,device,pl_device,diff_method,single_qubit_block,init_scale,allow_overlap_if_needed,epsilon,broken_K,train_loss,test_loss,train_accuracy,test_accuracy,generalization_gap,num_parameters,subgroup_order,sharing_type,elapsed_seconds,requested_disjoint,actual_disjoint,overlap_count,split_mode,requested_epsilon,actual_epsilon,corrupted_orbit_count,corruption_mode,corrupted_orbit_indices
none,3,2,0,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.7605799528724831,2.5630579264567803,1.0,0.47,0.53,204,1,symmetry,602.6587346669985,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,1,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.8625144546298121,2.7702411959253017,1.0,0.41833333333333333,0.5816666666666667,204,1,symmetry,597.5977183340583,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,2,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.8705934248243863,2.6741141570604348,0.9666666666666667,0.43833333333333335,0.5283333333333333,204,1,symmetry,601.4264399170643,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,3,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.765239200559931,2.85938136693046,0.9666666666666667,0.3883333333333333,0.5783333333333334,204,1,symmetry,595.7330224160105,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,4,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.7549146227751727,2.666994366109496,1.0,0.5016666666666667,0.4983333333333333,204,1,symmetry,604.0272042090073,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,0,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.3624135088507008,2.4761772716658648,0.9666666666666667,0.49666666666666665,0.47000000000000003,204,1,symmetry,599.5525910409633,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,1,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.211938919790572,2.5459664270027536,0.9666666666666667,0.51,0.45666666666666667,204,1,symmetry,632.168242292013,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,2,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.2157365205004722,2.59370257086095,0.95,0.48,0.47,204,1,symmetry,612.6115219169296,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,3,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.2222029422646339,2.6667322894411316,0.9833333333333333,0.475,0.5083333333333333,204,1,symmetry,595.6495381250279,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,4,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.2338812088294793,2.4920009995657164,0.9666666666666667,0.5066666666666667,0.45999999999999996,204,1,symmetry,576.3308015409857,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,0,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.556203618636765,2.369663183713886,0.875,0.555,0.31999999999999995,204,1,symmetry,588.663790749968,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,1,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.505075968139947,2.4115107125496267,0.8833333333333333,0.53,0.3533333333333333,204,1,symmetry,596.2090366249904,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,2,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.4737271668648024,2.5089934010122152,0.8666666666666667,0.495,0.3716666666666667,204,1,symmetry,611.6434837080305,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,3,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.4764136101435157,2.4486503411998837,0.8666666666666667,0.5183333333333333,0.3483333333333334,204,1,symmetry,617.4047950420063,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,4,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.5155197446405841,2.5028002226560138,0.85,0.525,0.32499999999999996,204,1,symmetry,610.303040958941,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,0,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.842901105356862,2.2798668848267916,0.7583333333333333,0.5633333333333334,0.19499999999999995,204,1,symmetry,601.2952277079457,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,1,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.7703258072796306,2.307202477363704,0.7833333333333333,0.53,0.2533333333333333,204,1,symmetry,599.0228202090366,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,2,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.7399889998289102,2.375365547209781,0.7875,0.5016666666666667,0.2858333333333333,204,1,symmetry,579.270389375044,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,3,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.7803516045304426,2.2800107826314835,0.7375,0.5616666666666666,0.1758333333333334,204,1,symmetry,573.0479899579659,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,4,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.7873378636203665,2.318086897886422,0.7791666666666667,0.5583333333333333,0.22083333333333333,204,1,symmetry,573.2190782079706,True,True,0,disjoint,0.0,0.0,0,none,()
none,3,2,0,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.932508321230781,2.147147206305844,0.7577777777777778,0.66,0.09777777777777774,204,1,symmetry,575.0120839170413,True,False,97,independent_fallback,0.0,0.0,0,none,()
none,3,2,1,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.973950510477299,2.184914645066943,0.7222222222222222,0.6216666666666667,0.10055555555555551,204,1,symmetry,574.3872697919142,True,False,92,independent_fallback,0.0,0.0,0,none,()
none,3,2,2,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9424822389421026,2.192011268446307,0.7022222222222222,0.5833333333333334,0.11888888888888882,204,1,symmetry,574.9410011250293,True,False,96,independent_fallback,0.0,0.0,0,none,()
none,3,2,3,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9150617464473958,2.1084006828718818,0.6977777777777778,0.6233333333333333,0.07444444444444454,204,1,symmetry,576.076758665964,True,False,103,independent_fallback,0.0,0.0,0,none,()
none,3,2,4,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9708165959348678,2.166514151530415,0.6577777777777778,0.58,0.07777777777777783,204,1,symmetry,574.0371896669967,True,False,91,independent_fallback,0.0,0.0,0,none,()
Z2_rot180,3,2,0,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.221052566492475,2.337520530063696,0.9666666666666667,0.5416666666666666,0.42500000000000004,108,2,symmetry,549.4176188330166,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,1,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.1405686225270264,2.7029075763414765,0.9333333333333333,0.41333333333333333,0.52,108,2,symmetry,550.6802887090016,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,2,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.3370341099301735,2.547260874705374,0.9,0.495,0.405,108,2,symmetry,549.8726541659562,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,3,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.1718571658188701,2.5343850163765396,0.9333333333333333,0.5083333333333333,0.42500000000000004,108,2,symmetry,549.6842660829425,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,4,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.141217261823782,2.427074787734802,0.8666666666666667,0.5183333333333333,0.3483333333333334,108,2,symmetry,550.4960700829979,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,0,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.5546886839754694,2.462489221530961,0.8,0.4766666666666667,0.32333333333333336,108,2,symmetry,549.4204130000435,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,1,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.4467009426882556,2.482214482544579,0.9,0.545,0.355,108,2,symmetry,549.638624208048,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,2,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.4388393263604071,2.373884139057898,0.8833333333333333,0.5733333333333334,0.30999999999999994,108,2,symmetry,550.1436068750918,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,3,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.6680248540663554,2.437765346020169,0.8,0.5166666666666667,0.2833333333333333,108,2,symmetry,550.1150437919423,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,4,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.455044946930027,2.3247756504082497,0.9333333333333333,0.5233333333333333,0.41000000000000003,108,2,symmetry,549.0119178749155,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,0,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.7442756072005055,2.2365028309211152,0.775,0.565,0.21000000000000008,108,2,symmetry,550.2011458330089,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,1,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.6678312972264253,2.244991544576202,0.775,0.555,0.21999999999999997,108,2,symmetry,551.0869998330018,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,2,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.704317072397494,2.254046928306868,0.8333333333333334,0.59,0.2433333333333334,108,2,symmetry,550.4912911660504,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,3,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.655361913361205,2.2109293762657436,0.775,0.5583333333333333,0.21666666666666667,108,2,symmetry,550.0491963750683,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,4,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.624035584300643,2.3568253264448225,0.8333333333333334,0.5583333333333333,0.275,108,2,symmetry,550.702504875022,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,0,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9385950320137573,2.173174233332465,0.7,0.6033333333333334,0.09666666666666657,108,2,symmetry,552.5938778748969,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,1,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.8170043226970554,2.1388357099278377,0.7333333333333333,0.5933333333333334,0.1399999999999999,108,2,symmetry,551.7494346670574,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,2,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.855251698846592,2.2918844959189344,0.7125,0.5583333333333333,0.15416666666666667,108,2,symmetry,552.1373877919978,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,3,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.8493524220533346,2.115115814817786,0.7416666666666667,0.6066666666666667,0.135,108,2,symmetry,551.4333420420298,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,4,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9128036511642672,2.148364791497191,0.7208333333333333,0.6033333333333334,0.11749999999999994,108,2,symmetry,551.0668560829945,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_rot180,3,2,0,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9615558529803538,2.0704469088186843,0.7333333333333333,0.7016666666666667,0.03166666666666662,108,2,symmetry,553.5720439170254,True,False,97,independent_fallback,0.0,0.0,0,none,()
Z2_rot180,3,2,1,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9243007931364127,2.0048164724453827,0.7222222222222222,0.69,0.03222222222222226,108,2,symmetry,553.7185598330107,True,False,92,independent_fallback,0.0,0.0,0,none,()
Z2_rot180,3,2,2,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,2.047085449903859,2.0831539423962964,0.7177777777777777,0.6716666666666666,0.0461111111111111,108,2,symmetry,553.9546796669019,True,False,96,independent_fallback,0.0,0.0,0,none,()
Z2_rot180,3,2,3,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,2.03042409635957,2.094200556922076,0.6888888888888889,0.67,0.018888888888888844,108,2,symmetry,553.2808662090683,True,False,103,independent_fallback,0.0,0.0,0,none,()
Z2_rot180,3,2,4,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.974192815361823,2.106627748813192,0.7022222222222222,0.6533333333333333,0.04888888888888887,108,2,symmetry,553.0452802499058,True,False,91,independent_fallback,0.0,0.0,0,none,()
Z2_reflection,3,2,0,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.9987731884956347,2.486479655636126,0.9666666666666667,0.5066666666666667,0.45999999999999996,126,2,symmetry,567.4064349160763,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,1,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.0754448170860018,2.7575342316067455,0.9666666666666667,0.42,0.5466666666666666,126,2,symmetry,579.8872275419999,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,2,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.0289153693735353,2.5900891996704187,0.9666666666666667,0.5116666666666667,0.45499999999999996,126,2,symmetry,571.1263843330089,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,3,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.0223163963902424,2.578835240285939,0.9666666666666667,0.49166666666666664,0.47500000000000003,126,2,symmetry,563.8907593750628,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,4,30,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,0.9263037297341657,2.666353255216144,1.0,0.475,0.525,126,2,symmetry,566.1238173330203,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,0,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.5649994322348808,2.3277389421862114,0.8166666666666667,0.545,0.2716666666666666,126,2,symmetry,664.5465395000065,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,1,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.2503154866035093,2.497182407963517,0.8833333333333333,0.495,0.3883333333333333,126,2,symmetry,566.173756040982,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,2,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.3358298002793167,2.6034883276936984,0.8833333333333333,0.5083333333333333,0.375,126,2,symmetry,579.8602374999318,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,3,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.459797456198991,2.538200047644421,0.9166666666666666,0.475,0.44166666666666665,126,2,symmetry,576.5535110830097,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,4,60,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.368096895317663,2.466900941315761,0.9333333333333333,0.5133333333333333,0.42000000000000004,126,2,symmetry,581.0285994589794,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,0,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.6302879243572295,2.2037230057451054,0.875,0.6033333333333334,0.2716666666666666,126,2,symmetry,588.3404372500954,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,1,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.5161861756531256,2.29148801395588,0.8,0.5466666666666666,0.2533333333333334,126,2,symmetry,581.9296747499611,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,2,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.5688500478861334,2.4379913508243054,0.8083333333333333,0.545,0.2633333333333333,126,2,symmetry,574.7550781249302,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,3,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.5857141215856752,2.2671759051841573,0.8333333333333334,0.5566666666666666,0.2766666666666667,126,2,symmetry,581.3854748330778,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,4,120,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.6780825602011546,2.3664138842998064,0.8,0.5616666666666666,0.2383333333333334,126,2,symmetry,587.464754958055,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,0,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9085686962551867,2.1426175867376362,0.7166666666666667,0.6216666666666667,0.09499999999999997,126,2,symmetry,635.7019886670168,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,1,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.8158204993762506,2.195010109478996,0.7708333333333334,0.5933333333333334,0.1775,126,2,symmetry,640.7346719999332,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,2,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.8188185045987373,2.2335689047877256,0.7208333333333333,0.5683333333333334,0.15249999999999997,126,2,symmetry,611.8518629580503,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,3,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.769226710306234,2.106821243790733,0.7791666666666667,0.6116666666666667,0.16749999999999998,126,2,symmetry,583.0801745000063,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,4,240,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.8892754592563115,2.1330145024470455,0.75,0.6083333333333333,0.14166666666666672,126,2,symmetry,590.2326401669998,True,True,0,disjoint,0.0,0.0,0,none,()
Z2_reflection,3,2,0,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.928085318090804,2.0410318662378235,0.7288888888888889,0.695,0.03388888888888897,126,2,symmetry,586.6808530000271,True,False,97,independent_fallback,0.0,0.0,0,none,()
Z2_reflection,3,2,1,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,2.0230743789766907,2.098717282296229,0.6577777777777778,0.62,0.0377777777777778,126,2,symmetry,576.5388942079153,True,False,92,independent_fallback,0.0,0.0,0,none,()
Z2_reflection,3,2,2,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,0.0,D4,1.9791396171956597,2.053931875378201,0.7355555555555555,0.6783333333333333,0.057222222222222174,126,2,symmetry,572.4726544579025,True,False,96,independent_fallback,0.0,0.0,0,none,()
